Year,Week,Game,Home Team,Away Team
2014,5,1263,I Pitta the Fool,MC Gusto
2014,5,1264,MC Gusto,Ghost of Derrick Thomas
2014,5,1265,MC Gusto,I Pitta the Fool
2014,5,1266,Ghost of Derrick Thomas,MC Gusto
2014,5,1267,Scalp Hunters,* League Average
2014,5,1268,I Pitta the Fool,* League Average
2014,5,1269,MC Gusto,* League Average
2014,5,1270,Ghost of Derrick Thomas,* League Average
2014,5,1271,He Hate Me,* League Average
2014,5,1272,Crackers,* League Average
2014,5,1273,Brees Nuts,* League Average
2014,5,1274,GoodFellas,* League Average
2014,5,1275,The Governor,* League Average
2014,5,1276,Phinatics,* League Average
2014,5,1277,Son of a Blitz - not meast,* League Average
2014,5,1278,Pillshovellers,* League Average
2014,5,1279,Smile High Club,* League Average
2014,5,1280,THE Great Chewbaccas,* League Average
2014,6,1281,THE Great Chewbaccas,Phinatics
2014,6,1282,THE Great Chewbaccas,Son of a Blitz - not meast
2014,6,1283,Son of a Blitz - not meast,The Governor
2014,6,1284,Pillshovellers,Phinatics
2014,6,1285,Pillshovellers,GoodFellas
2014,6,1286,Smile High Club,The Governor
2014,6,1287,Smile High Club,Brees Nuts
2014,6,1288,Scalp Hunters,GoodFellas
2014,6,1289,Scalp Hunters,Crackers
2014,6,1290,I Pitta the Fool,Brees Nuts
2014,6,1291,I Pitta the Fool,GoodFellas
2014,6,1292,MC Gusto,Crackers
2014,6,1293,MC Gusto,Brees Nuts
2014,6,1294,Ghost of Derrick Thomas,He Hate Me
2014,6,1295,Scalp Hunters,* League Average
2014,6,1296,I Pitta the Fool,* League Average
2014,6,1297,MC Gusto,* League Average
2014,6,1298,Ghost of Derrick Thomas,* League Average
2014,6,1299,He Hate Me,* League Average
2014,6,1300,Crackers,* League Average
2014,6,1301,Brees Nuts,* League Average
2014,6,1302,GoodFellas,* League Average
2014,6,1303,The Governor,* League Average
2014,6,1304,Phinatics,* League Average
2014,6,1305,Son of a Blitz - not meast,* League Average
2014,6,1306,Pillshovellers,* League Average
2014,6,1307,Smile High Club,* League Average
2014,6,1308,THE Great Chewbaccas,* League Average
2014,7,1309,THE Great Chewbaccas,Pillshovellers
2014,7,1310,THE Great Chewbaccas,Smile High Club
2014,7,1311,Smile High Club,Son of a Blitz - not meast
2014,7,1312,Scalp Hunters,Pillshovellers
2014,7,1313,Scalp Hunters,Phinatics
2014,7,1314,I Pitta the Fool,Son of a Blitz - not meast
2014,7,1315,I Pitta the Fool,The Governor
2014,7,1316,MC Gusto,Phinatics
2014,7,1317,MC Gusto,GoodFellas
2014,7,1318,Ghost of Derrick Thomas,The Governor
2014,7,1319,Ghost of Derrick Thomas,Brees Nuts
2014,7,1320,He Hate Me,GoodFellas
2014,7,1321,He Hate Me,Crackers
2014,7,1322,Crackers,Brees Nuts
2014,7,1323,Scalp Hunters,* League Average
2014,7,1324,I Pitta the Fool,* League Average
2014,7,1325,MC Gusto,* League Average
2014,7,1326,Ghost of Derrick Thomas,* League Average
2014,7,1327,He Hate Me,* League Average
2014,7,1328,Crackers,* League Average
2014,7,1329,Brees Nuts,* League Average
2014,7,1330,GoodFellas,* League Average
2014,7,1331,The Governor,* League Average
2014,7,1332,Phinatics,* League Average
2014,7,1333,Son of a Blitz - not meast,* League Average
2014,7,1334,Pillshovellers,* League Average
2014,7,1335,Smile High Club,* League Average
2014,7,1336,THE Great Chewbaccas,* League Average
2014,8,1337,THE Great Chewbaccas,Scalp Hunters
2014,8,1338,THE Great Chewbaccas,I Pitta the Fool
2014,8,1339,I Pitta the Fool,Smile High Club
2014,8,1340,MC Gusto,Scalp Hunters
2014,8,1341,MC Gusto,Pillshovellers
2014,8,1342,Ghost of Derrick Thomas,Smile High Club
2014,8,1343,Ghost of Derrick Thomas,Son of a Blitz - not meast
2014,8,1344,He Hate Me,Pillshovellers
2014,8,1345,He Hate Me,Phinatics
2014,8,1346,Crackers,Son of a Blitz - not meast
2014,8,1347,Crackers,The Governor
2014,8,1348,Brees Nuts,Phinatics
2014,8,1349,Brees Nuts,GoodFellas
2014,8,1350,GoodFellas,The Governor
2014,8,1351,Scalp Hunters,* League Average
2014,8,1352,I Pitta the Fool,* League Average
2014,8,1353,MC Gusto,* League Average
2014,8,1354,Ghost of Derrick Thomas,* League Average
2014,8,1355,He Hate Me,* League Average
2014,8,1356,Crackers,* League Average
2014,8,1357,Brees Nuts,* League Average
2014,8,1358,GoodFellas,* League Average
2014,8,1359,The Governor,* League Average
2014,8,1360,Phinatics,* League Average
2014,8,1361,Son of a Blitz - not meast,* League Average
2014,8,1362,Pillshovellers,* League Average
2014,8,1363,Smile High Club,* League Average
2014,8,1364,THE Great Chewbaccas,* League Average
2014,9,1365,THE Great Chewbaccas,MC Gusto
2014,9,1366,THE Great Chewbaccas,Ghost of Derrick Thomas
2014,9,1367,Ghost of Derrick Thomas,I Pitta the Fool
2014,9,1368,He Hate Me,MC Gusto
2014,9,1369,He Hate Me,Scalp Hunters
2014,9,1370,Crackers,I Pitta the Fool
2014,9,1371,Crackers,Smile High Club
2014,9,1372,Brees Nuts,Scalp Hunters
2014,9,1373,Brees Nuts,Pillshovellers
2014,9,1374,GoodFellas,Smile High Club
2014,9,1375,GoodFellas,Son of a Blitz - not meast
2014,9,1376,The Governor,Pillshovellers
2014,9,1377,The Governor,Phinatics
2014,9,1378,Phinatics,Son of a Blitz - not meast
2014,9,1379,Scalp Hunters,* League Average
2014,9,1380,I Pitta the Fool,* League Average
2014,9,1381,MC Gusto,* League Average
2014,9,1382,Ghost of Derrick Thomas,* League Average
2014,9,1383,He Hate Me,* League Average
2014,9,1384,Crackers,* League Average
2014,9,1385,Brees Nuts,* League Average
2014,9,1386,GoodFellas,* League Average
2014,9,1387,The Governor,* League Average
2014,9,1388,Phinatics,* League Average
2014,9,1389,Son of a Blitz - not meast,* League Average
2014,9,1390,Pillshovellers,* League Average
2014,9,1391,Smile High Club,* League Average
2014,9,1392,THE Great Chewbaccas,* League Average
2014,10,1393,THE Great Chewbaccas,He Hate Me
2014,10,1394,THE Great Chewbaccas,Crackers
2014,10,1395,Crackers,Ghost of Derrick Thomas
2014,10,1396,Brees Nuts,He Hate Me
2014,10,1397,Brees Nuts,MC Gusto
2014,10,1398,GoodFellas,Ghost of Derrick Thomas
2014,10,1399,GoodFellas,I Pitta the Fool
2014,10,1400,The Governor,MC Gusto
2014,10,1401,The Governor,Scalp Hunters
2014,10,1402,Phinatics,I Pitta the Fool
2014,10,1403,Phinatics,Smile High Club
2014,10,1404,Son of a Blitz - not meast,Scalp Hunters
2014,10,1405,Son of a Blitz - not meast,Pillshovellers
2014,10,1406,Pillshovellers,Smile High Club
2014,10,1407,Scalp Hunters,* League Average
2014,10,1408,I Pitta the Fool,* League Average
2014,10,1409,MC Gusto,* League Average
2014,10,1410,Ghost of Derrick Thomas,* League Average
2014,10,1411,He Hate Me,* League Average
2014,10,1412,Crackers,* League Average
2014,10,1413,Brees Nuts,* League Average
2014,10,1414,GoodFellas,* League Average
2014,10,1415,The Governor,* League Average
2014,10,1416,Phinatics,* League Average
2014,10,1417,Son of a Blitz - not meast,* League Average
2014,10,1418,Pillshovellers,* League Average
2014,10,1419,Smile High Club,* League Average
2014,10,1420,THE Great Chewbaccas,* League Average
2014,11,1421,THE Great Chewbaccas,Brees Nuts
2014,11,1422,THE Great Chewbaccas,GoodFellas
2014,11,1423,GoodFellas,Crackers
2014,11,1424,The Governor,Brees Nuts
2014,11,1425,The Governor,He Hate Me
2014,11,1426,Phinatics,Crackers
2014,11,1427,Phinatics,Ghost of Derrick Thomas
2014,11,1428,Son of a Blitz - not meast,He Hate Me
2014,11,1429,Son of a Blitz - not meast,MC Gusto
2014,11,1430,Pillshovellers,Ghost of Derrick Thomas
2014,11,1431,Pillshovellers,I Pitta the Fool
2014,11,1432,Smile High Club,MC Gusto
2014,11,1433,Smile High Club,Scalp Hunters
2014,11,1434,Scalp Hunters,I Pitta the Fool
2014,11,1435,Scalp Hunters,* League Average
2014,11,1436,I Pitta the Fool,* League Average
2014,11,1437,MC Gusto,* League Average
2014,11,1438,Ghost of Derrick Thomas,* League Average
2014,11,1439,He Hate Me,* League Average
2014,11,1440,Crackers,* League Average
2014,11,1441,Brees Nuts,* League Average
2014,11,1442,GoodFellas,* League Average
2014,11,1443,The Governor,* League Average
2014,11,1444,Phinatics,* League Average
2014,11,1445,Son of a Blitz - not meast,* League Average
2014,11,1446,Pillshovellers,* League Average
2014,11,1447,Smile High Club,* League Average
2014,11,1448,THE Great Chewbaccas,* League Average
2014,12,1449,THE Great Chewbaccas,The Governor
2014,12,1450,THE Great Chewbaccas,Phinatics
2014,12,1451,Phinatics,GoodFellas
2014,12,1452,Son of a Blitz - not meast,The Governor
2014,12,1453,Son of a Blitz - not meast,Brees Nuts
2014,12,1454,Pillshovellers,GoodFellas
2014,12,1455,Pillshovellers,Crackers
2014,12,1456,Smile High Club,Brees Nuts
2014,12,1457,Smile High Club,He Hate Me
2014,12,1458,Scalp Hunters,Crackers
2014,12,1459,Scalp Hunters,Brees Nuts
2014,12,1460,I Pitta the Fool,He Hate Me
2014,12,1461,I Pitta the Fool,MC Gusto
2014,12,1462,MC Gusto,Ghost of Derrick Thomas
2014,12,1463,Scalp Hunters,* League Average
2014,12,1464,I Pitta the Fool,* League Average
2014,12,1465,MC Gusto,* League Average
2014,12,1466,Ghost of Derrick Thomas,* League Average
2014,12,1467,He Hate Me,* League Average
2014,12,1468,Crackers,* League Average
2014,12,1469,Brees Nuts,* League Average
2014,12,1470,GoodFellas,* League Average
2014,12,1471,The Governor,* League Average
2014,12,1472,Phinatics,* League Average
2014,12,1473,Son of a Blitz - not meast,* League Average
2014,12,1474,Pillshovellers,* League Average
2014,12,1475,Smile High Club,* League Average
2014,12,1476,THE Great Chewbaccas,* League Average
2014,13,1477,THE Great Chewbaccas,Son of a Blitz - not meast
2014,13,1478,THE Great Chewbaccas,Pillshovellers
2014,13,1479,Pillshovellers,Phinatics
2014,13,1480,Smile High Club,Son of a Blitz - not meast
2014,13,1481,Smile High Club,The Governor
2014,13,1482,Scalp Hunters,Phinatics
2014,13,1483,Scalp Hunters,GoodFellas
2014,13,1484,I Pitta the Fool,The Governor
2014,13,1485,I Pitta the Fool,Brees Nuts
2014,13,1486,MC Gusto,GoodFellas
2014,13,1487,MC Gusto,Crackers
2014,13,1488,Ghost of Derrick Thomas,Brees Nuts
2014,13,1489,Ghost of Derrick Thomas,He Hate Me
2014,13,1490,He Hate Me,Crackers
2014,13,1491,Scalp Hunters,* League Average
2014,13,1492,I Pitta the Fool,* League Average
2014,13,1493,MC Gusto,* League Average
2014,13,1494,Ghost of Derrick Thomas,* League Average
2014,13,1495,He Hate Me,* League Average
2014,13,1496,Crackers,* League Average
2014,13,1497,Brees Nuts,* League Average
2014,13,1498,GoodFellas,* League Average
2014,13,1499,The Governor,* League Average
2014,13,1500,Phinatics,* League Average
2014,13,1501,Son of a Blitz - not meast,* League Average
2014,13,1502,Pillshovellers,* League Average
2014,13,1503,Smile High Club,* League Average
2014,13,1504,THE Great Chewbaccas,* League Average
2014,14,1505,,
2014,14,1506,,
2014,14,1507,,
2014,14,1508,,
2014,14,1509,,
2014,14,1510,,
2014,15,1511,,
2014,15,1512,,
2014,15,1513,,
2014,15,1514,,
2014,16,1515,,
2014,16,1516,,
2014,16,1517,,
2014,17,1518,,
2014,17,1519,,
2014,17,1520,,
2015,1,1521,THE Great Chewbaccas,Smile High Club
2015,1,1522,THE Great Chewbaccas,Scalp Hunters
2015,1,1523,Scalp Hunters,Pillshovellers
2015,1,1524,I Pitta the Fool,Smile High Club
2015,1,1525,I Pitta the Fool,Son of a Blitz - not meast
2015,1,1526,Gunslinger,Pillshovellers
2015,1,1527,Gunslinger,Phinatics
2015,1,1528,Ghost of Derrick Thomas,Son of a Blitz - not meast
2015,1,1529,Ghost of Derrick Thomas,The Governor
2015,1,1530,He Hate Me,Phinatics
2015,1,1531,He Hate Me,GoodFellas
2015,1,1532,Crackers,The Governor
2015,1,1533,Crackers,Darth The Dude
2015,1,1534,Darth The Dude,GoodFellas
2015,1,1535,Scalp Hunters,* League Average
2015,1,1536,I Pitta the Fool,* League Average
2015,1,1537,Gunslinger,* League Average
2015,1,1538,Ghost of Derrick Thomas,* League Average
2015,1,1539,He Hate Me,* League Average
2015,1,1540,Crackers,* League Average
2015,1,1541,Darth The Dude,* League Average
2015,1,1542,GoodFellas,* League Average
2015,1,1543,The Governor,* League Average
2015,1,1544,Phinatics,* League Average
2015,1,1545,Son of a Blitz - not meast,* League Average
2015,1,1546,Pillshovellers,* League Average
2015,1,1547,Smile High Club,* League Average
2015,1,1548,THE Great Chewbaccas,* League Average
2015,2,1549,THE Great Chewbaccas,I Pitta the Fool
2015,2,1550,THE Great Chewbaccas,Gunslinger
2015,2,1551,Gunslinger,Scalp Hunters
2015,2,1552,Ghost of Derrick Thomas,I Pitta the Fool
2015,2,1553,Ghost of Derrick Thomas,Smile High Club
2015,2,1554,He Hate Me,Scalp Hunters
2015,2,1555,He Hate Me,Pillshovellers
2015,2,1556,Crackers,Smile High Club
2015,2,1557,Crackers,Son of a Blitz - not meast
2015,2,1558,Darth The Dude,Pillshovellers
2015,2,1559,Darth The Dude,Phinatics
2015,2,1560,GoodFellas,Son of a Blitz - not meast
2015,2,1561,GoodFellas,The Governor
2015,2,1562,The Governor,Phinatics
2015,2,1563,Scalp Hunters,* League Average
2015,2,1564,I Pitta the Fool,* League Average
2015,2,1565,Gunslinger,* League Average
2015,2,1566,Ghost of Derrick Thomas,* League Average
2015,2,1567,He Hate Me,* League Average
2015,2,1568,Crackers,* League Average
2015,2,1569,Darth The Dude,* League Average
2015,2,1570,GoodFellas,* League Average
2015,2,1571,The Governor,* League Average
2015,2,1572,Phinatics,* League Average
2015,2,1573,Son of a Blitz - not meast,* League Average
2015,2,1574,Pillshovellers,* League Average
2015,2,1575,Smile High Club,* League Average
2015,2,1576,THE Great Chewbaccas,* League Average
2015,3,1577,THE Great Chewbaccas,Ghost of Derrick Thomas
2015,3,1578,THE Great Chewbaccas,He Hate Me
2015,3,1579,He Hate Me,Gunslinger
2015,3,1580,Crackers,Ghost of Derrick Thomas
2015,3,1581,Crackers,I Pitta the Fool
2015,3,1582,Darth The Dude,Gunslinger
2015,3,1583,Darth The Dude,Scalp Hunters
2015,3,1584,GoodFellas,I Pitta the Fool
2015,3,1585,GoodFellas,Smile High Club
2015,3,1586,The Governor,Scalp Hunters
2015,3,1587,The Governor,Pillshovellers
2015,3,1588,Phinatics,Smile High Club
2015,3,1589,Phinatics,Son of a Blitz - not meast
2015,3,1590,Son of a Blitz - not meast,Pillshovellers
2015,3,1591,Scalp Hunters,* League Average
2015,3,1592,I Pitta the Fool,* League Average
2015,3,1593,Gunslinger,* League Average
2015,3,1594,Ghost of Derrick Thomas,* League Average
2015,3,1595,He Hate Me,* League Average
2015,3,1596,Crackers,* League Average
2015,3,1597,Darth The Dude,* League Average
2015,3,1598,GoodFellas,* League Average
2015,3,1599,The Governor,* League Average
2015,3,1600,Phinatics,* League Average
2015,3,1601,Son of a Blitz - not meast,* League Average
2015,3,1602,Pillshovellers,* League Average
2015,3,1603,Smile High Club,* League Average
2015,3,1604,THE Great Chewbaccas,* League Average
2015,4,1605,THE Great Chewbaccas,Crackers
2015,4,1606,THE Great Chewbaccas,Darth The Dude
2015,4,1607,Darth The Dude,He Hate Me
2015,4,1608,GoodFellas,Crackers
2015,4,1609,GoodFellas,Ghost of Derrick Thomas
2015,4,1610,The Governor,He Hate Me
2015,4,1611,The Governor,Gunslinger
2015,4,1612,Phinatics,Ghost of Derrick Thomas
2015,4,1613,Phinatics,I Pitta the Fool
2015,4,1614,Son of a Blitz - not meast,Gunslinger
2015,4,1615,Son of a Blitz - not meast,Smile High Club
2015,4,1616,Pillshovellers,I Pitta the Fool
2015,4,1617,Pillshovellers,Smile High Club
2015,4,1618,Smile High Club,Smile High Club
2015,4,1619,Scalp Hunters,* League Average
2015,4,1620,I Pitta the Fool,* League Average
2015,4,1621,Gunslinger,* League Average
2015,4,1622,Ghost of Derrick Thomas,* League Average
2015,4,1623,He Hate Me,* League Average
2015,4,1624,Crackers,* League Average
2015,4,1625,Darth The Dude,* League Average
2015,4,1626,GoodFellas,* League Average
2015,4,1627,The Governor,* League Average
2015,4,1628,Phinatics,* League Average
2015,4,1629,Son of a Blitz - not meast,* League Average
2015,4,1630,Pillshovellers,* League Average
2015,4,1631,Smile High Club,* League Average
2015,4,1632,THE Great Chewbaccas,* League Average
2015,5,1633,THE Great Chewbaccas,GoodFellas
2015,5,1634,THE Great Chewbaccas,The Governor
2015,5,1635,Son of a Blitz - not meast,Darth The Dude
2015,5,1636,Pillshovellers,GoodFellas
2015,5,1637,Pillshovellers,Crackers
2015,5,1638,Smile High Club,Darth The Dude
2015,5,1639,Smile High Club,He Hate Me
2015,5,1640,Scalp Hunters,Crackers
2015,5,1641,Scalp Hunters,Ghost of Derrick Thomas
2015,5,1642,I Pitta the Fool,He Hate Me
2015,5,1643,I Pitta the Fool,Gunslinger
2015,5,1644,Gunslinger,Ghost of Derrick Thomas
2015,5,1645,Gunslinger,I Pitta the Fool
2015,5,1646,Ghost of Derrick Thomas,Gunslinger
2015,5,1647,Scalp Hunters,* League Average
2015,5,1648,I Pitta the Fool,* League Average
2015,5,1649,Gunslinger,* League Average
2015,5,1650,Ghost of Derrick Thomas,* League Average
2015,5,1651,He Hate Me,* League Average
2015,5,1652,Crackers,* League Average
2015,5,1653,Darth The Dude,* League Average
2015,5,1654,GoodFellas,* League Average
2015,5,1655,The Governor,* League Average
2015,5,1656,Phinatics,* League Average
2015,5,1657,Son of a Blitz - not meast,* League Average
2015,5,1658,Pillshovellers,* League Average
2015,5,1659,Smile High Club,* League Average
2015,5,1660,THE Great Chewbaccas,* League Average
2015,6,1661,THE Great Chewbaccas,Phinatics
2015,6,1662,THE Great Chewbaccas,Son of a Blitz - not meast
2015,6,1663,Son of a Blitz - not meast,The Governor
2015,6,1664,Pillshovellers,Phinatics
2015,6,1665,Pillshovellers,GoodFellas
2015,6,1666,Smile High Club,The Governor
2015,6,1667,Smile High Club,Darth The Dude
2015,6,1668,Scalp Hunters,GoodFellas
2015,6,1669,Scalp Hunters,Crackers
2015,6,1670,I Pitta the Fool,Darth The Dude
2015,6,1671,I Pitta the Fool,GoodFellas
2015,6,1672,Gunslinger,Crackers
2015,6,1673,Gunslinger,Darth The Dude
2015,6,1674,Ghost of Derrick Thomas,He Hate Me
2015,6,1675,Scalp Hunters,* League Average
2015,6,1676,I Pitta the Fool,* League Average
2015,6,1677,Gunslinger,* League Average
2015,6,1678,Ghost of Derrick Thomas,* League Average
2015,6,1679,He Hate Me,* League Average
2015,6,1680,Crackers,* League Average
2015,6,1681,Darth The Dude,* League Average
2015,6,1682,GoodFellas,* League Average
2015,6,1683,The Governor,* League Average
2015,6,1684,Phinatics,* League Average
2015,6,1685,Son of a Blitz - not meast,* League Average
2015,6,1686,Pillshovellers,* League Average
2015,6,1687,Smile High Club,* League Average
2015,6,1688,THE Great Chewbaccas,* League Average
2015,7,1689,THE Great Chewbaccas,Pillshovellers
2015,7,1690,THE Great Chewbaccas,Smile High Club
2015,7,1691,Smile High Club,Son of a Blitz - not meast
2015,7,1692,Scalp Hunters,Pillshovellers
2015,7,1693,Scalp Hunters,Phinatics
2015,7,1694,I Pitta the Fool,Son of a Blitz - not meast
2015,7,1695,I Pitta the Fool,The Governor
2015,7,1696,Gunslinger,Phinatics
2015,7,1697,Gunslinger,GoodFellas
2015,7,1698,Ghost of Derrick Thomas,The Governor
2015,7,1699,Ghost of Derrick Thomas,Darth The Dude
2015,7,1700,He Hate Me,GoodFellas
2015,7,1701,He Hate Me,Crackers
2015,7,1702,Crackers,Darth The Dude
2015,7,1703,Scalp Hunters,* League Average
2015,7,1704,I Pitta the Fool,* League Average
2015,7,1705,Gunslinger,* League Average
2015,7,1706,Ghost of Derrick Thomas,* League Average
2015,7,1707,He Hate Me,* League Average
2015,7,1708,Crackers,* League Average
2015,7,1709,Darth The Dude,* League Average
2015,7,1710,GoodFellas,* League Average
2015,7,1711,The Governor,* League Average
2015,7,1712,Phinatics,* League Average
2015,7,1713,Son of a Blitz - not meast,* League Average
2015,7,1714,Pillshovellers,* League Average
2015,7,1715,Smile High Club,* League Average
2015,7,1716,THE Great Chewbaccas,* League Average
2015,8,1717,THE Great Chewbaccas,Scalp Hunters
2015,8,1718,THE Great Chewbaccas,I Pitta the Fool
2015,8,1719,I Pitta the Fool,Smile High Club
2015,8,1720,Gunslinger,Scalp Hunters
2015,8,1721,Gunslinger,Pillshovellers
2015,8,1722,Ghost of Derrick Thomas,Smile High Club
2015,8,1723,Ghost of Derrick Thomas,Son of a Blitz - not meast
2015,8,1724,He Hate Me,Pillshovellers
2015,8,1725,He Hate Me,Phinatics
2015,8,1726,Crackers,Son of a Blitz - not meast
2015,8,1727,Crackers,The Governor
2015,8,1728,Darth The Dude,Phinatics
2015,8,1729,Darth The Dude,GoodFellas
2015,8,1730,GoodFellas,The Governor
2015,8,1731,Scalp Hunters,* League Average
2015,8,1732,I Pitta the Fool,* League Average
2015,8,1733,Gunslinger,* League Average
2015,8,1734,Ghost of Derrick Thomas,* League Average
2015,8,1735,He Hate Me,* League Average
2015,8,1736,Crackers,* League Average
2015,8,1737,Darth The Dude,* League Average
2015,8,1738,GoodFellas,* League Average
2015,8,1739,The Governor,* League Average
2015,8,1740,Phinatics,* League Average
2015,8,1741,Son of a Blitz - not meast,* League Average
2015,8,1742,Pillshovellers,* League Average
2015,8,1743,Smile High Club,* League Average
2015,8,1744,THE Great Chewbaccas,* League Average
2015,9,1745,THE Great Chewbaccas,Gunslinger
2015,9,1746,THE Great Chewbaccas,Ghost of Derrick Thomas
2015,9,1747,Ghost of Derrick Thomas,I Pitta the Fool
2015,9,1748,He Hate Me,Gunslinger
2015,9,1749,He Hate Me,Scalp Hunters
2015,9,1750,Crackers,I Pitta the Fool
2015,9,1751,Crackers,Smile High Club
2015,9,1752,Darth The Dude,Scalp Hunters
2015,9,1753,Darth The Dude,Pillshovellers
2015,9,1754,GoodFellas,Smile High Club
2015,9,1755,GoodFellas,Son of a Blitz - not meast
2015,9,1756,The Governor,Pillshovellers
2015,9,1757,The Governor,Phinatics
2015,9,1758,Phinatics,Son of a Blitz - not meast
2015,9,1759,Scalp Hunters,* League Average
2015,9,1760,I Pitta the Fool,* League Average
2015,9,1761,Gunslinger,* League Average
2015,9,1762,Ghost of Derrick Thomas,* League Average
2015,9,1763,He Hate Me,* League Average
2015,9,1764,Crackers,* League Average
2015,9,1765,Darth The Dude,* League Average
2015,9,1766,GoodFellas,* League Average
2015,9,1767,The Governor,* League Average
2015,9,1768,Phinatics,* League Average
2015,9,1769,Son of a Blitz - not meast,* League Average
2015,9,1770,Pillshovellers,* League Average
2015,9,1771,Smile High Club,* League Average
2015,9,1772,THE Great Chewbaccas,* League Average
2015,10,1773,THE Great Chewbaccas,He Hate Me
2015,10,1774,THE Great Chewbaccas,Crackers
2015,10,1775,Crackers,Ghost of Derrick Thomas
2015,10,1776,Darth The Dude,He Hate Me
2015,10,1777,Darth The Dude,Gunslinger
2015,10,1778,GoodFellas,Ghost of Derrick Thomas
2015,10,1779,GoodFellas,I Pitta the Fool
2015,10,1780,The Governor,Gunslinger
2015,10,1781,The Governor,Scalp Hunters
2015,10,1782,Phinatics,I Pitta the Fool
2015,10,1783,Phinatics,Smile High Club
2015,10,1784,Son of a Blitz - not meast,Scalp Hunters
2015,10,1785,Son of a Blitz - not meast,Pillshovellers
2015,10,1786,Pillshovellers,Smile High Club
2015,10,1787,Scalp Hunters,* League Average
2015,10,1788,I Pitta the Fool,* League Average
2015,10,1789,Gunslinger,* League Average
2015,10,1790,Ghost of Derrick Thomas,* League Average
2015,10,1791,He Hate Me,* League Average
2015,10,1792,Crackers,* League Average
2015,10,1793,Darth The Dude,* League Average
2015,10,1794,GoodFellas,* League Average
2015,10,1795,The Governor,* League Average
2015,10,1796,Phinatics,* League Average
2015,10,1797,Son of a Blitz - not meast,* League Average
2015,10,1798,Pillshovellers,* League Average
2015,10,1799,Smile High Club,* League Average
2015,10,1800,THE Great Chewbaccas,* League Average
2015,11,1801,THE Great Chewbaccas,Darth The Dude
2015,11,1802,THE Great Chewbaccas,GoodFellas
2015,11,1803,GoodFellas,Crackers
2015,11,1804,The Governor,Darth The Dude
2015,11,1805,The Governor,He Hate Me
2015,11,1806,Phinatics,Crackers
2015,11,1807,Phinatics,Ghost of Derrick Thomas
2015,11,1808,Son of a Blitz - not meast,He Hate Me
2015,11,1809,Son of a Blitz - not meast,Gunslinger
2015,11,1810,Pillshovellers,Ghost of Derrick Thomas
2015,11,1811,Pillshovellers,I Pitta the Fool
2015,11,1812,Smile High Club,Gunslinger
2015,11,1813,Smile High Club,Scalp Hunters
2015,11,1814,Scalp Hunters,I Pitta the Fool
2015,11,1815,Scalp Hunters,* League Average
2015,11,1816,I Pitta the Fool,* League Average
2015,11,1817,Gunslinger,* League Average
2015,11,1818,Ghost of Derrick Thomas,* League Average
2015,11,1819,He Hate Me,* League Average
2015,11,1820,Crackers,* League Average
2015,11,1821,Darth The Dude,* League Average
2015,11,1822,GoodFellas,* League Average
2015,11,1823,The Governor,* League Average
2015,11,1824,Phinatics,* League Average
2015,11,1825,Son of a Blitz - not meast,* League Average
2015,11,1826,Pillshovellers,* League Average
2015,11,1827,Smile High Club,* League Average
2015,11,1828,THE Great Chewbaccas,* League Average
2015,12,1829,THE Great Chewbaccas,The Governor
2015,12,1830,THE Great Chewbaccas,Phinatics
2015,12,1831,Phinatics,GoodFellas
2015,12,1832,Son of a Blitz - not meast,The Governor
2015,12,1833,Son of a Blitz - not meast,Darth The Dude
2015,12,1834,Pillshovellers,GoodFellas
2015,12,1835,Pillshovellers,Crackers
2015,12,1836,Smile High Club,Darth The Dude
2015,12,1837,Smile High Club,He Hate Me
2015,12,1838,Scalp Hunters,Crackers
2015,12,1839,Scalp Hunters,Darth The Dude
2015,12,1840,I Pitta the Fool,He Hate Me
2015,12,1841,I Pitta the Fool,Gunslinger
2015,12,1842,Gunslinger,Ghost of Derrick Thomas
2015,12,1843,Scalp Hunters,* League Average
2015,12,1844,I Pitta the Fool,* League Average
2015,12,1845,Gunslinger,* League Average
2015,12,1846,Ghost of Derrick Thomas,* League Average
2015,12,1847,He Hate Me,* League Average
2015,12,1848,Crackers,* League Average
2015,12,1849,Darth The Dude,* League Average
2015,12,1850,GoodFellas,* League Average
2015,12,1851,The Governor,* League Average
2015,12,1852,Phinatics,* League Average
2015,12,1853,Son of a Blitz - not meast,* League Average
2015,12,1854,Pillshovellers,* League Average
2015,12,1855,Smile High Club,* League Average
2015,12,1856,THE Great Chewbaccas,* League Average
2015,13,1857,THE Great Chewbaccas,Son of a Blitz - not meast
2015,13,1858,THE Great Chewbaccas,Pillshovellers
2015,13,1859,Pillshovellers,Phinatics
2015,13,1860,Smile High Club,Son of a Blitz - not meast
2015,13,1861,Smile High Club,The Governor
2015,13,1862,Scalp Hunters,Phinatics
2015,13,1863,Scalp Hunters,GoodFellas
2015,13,1864,I Pitta the Fool,The Governor
2015,13,1865,I Pitta the Fool,Darth The Dude
2015,13,1866,Gunslinger,GoodFellas
2015,13,1867,Gunslinger,Crackers
2015,13,1868,Ghost of Derrick Thomas,Darth The Dude
2015,13,1869,Ghost of Derrick Thomas,He Hate Me
2015,13,1870,He Hate Me,Crackers
2015,13,1871,Scalp Hunters,* League Average
2015,13,1872,I Pitta the Fool,* League Average
2015,13,1873,Gunslinger,* League Average
2015,13,1874,Ghost of Derrick Thomas,* League Average
2015,13,1875,He Hate Me,* League Average
