Year,Week,Game,Home Team,Away Team
2015,13,1876,Crackers,* League Average
2015,13,1877,Darth The Dude,* League Average
2015,13,1878,GoodFellas,* League Average
2015,13,1879,The Governor,* League Average
2015,13,1880,Phinatics,* League Average
2015,13,1881,Son of a Blitz - not meast,* League Average
2015,13,1882,Pillshovellers,* League Average
2015,13,1883,Smile High Club,* League Average
2015,13,1884,THE Great Chewbaccas,* League Average
2015,14,1885,,
2015,14,1886,,
2015,14,1887,,
2015,14,1888,,
2015,14,1889,,
2015,14,1890,,
2015,15,1891,,
2015,15,1892,,
2015,15,1893,,
2015,15,1894,,
2015,16,1895,,
2015,16,1896,,
2015,16,1897,,
2015,17,1898,,
2015,17,1899,,
2015,17,1900,,
2016,1,1901,THE Great Chewbaccas,Smile High Club
2016,1,1902,THE Great Chewbaccas,Scalp Hunters
2016,1,1903,Scalp Hunters,Pillshovellers
2016,1,1904,I Pitta the Fool,Smile High Club
2016,1,1905,I Pitta the Fool,Burd is the Word
2016,1,1906,Gunslinger,Pillshovellers
2016,1,1907,Gunslinger,Phinatics
2016,1,1908,Ghost of Derrick Thomas,Burd is the Word
2016,1,1909,Ghost of Derrick Thomas,The Governor
2016,1,1910,He Hate Me,Phinatics
2016,1,1911,He Hate Me,GoodFellas
2016,1,1912,Crackers,The Governor
2016,1,1913,Crackers,Darth The Dude
2016,1,1914,Darth The Dude,GoodFellas
2016,1,1915,Scalp Hunters,* League Average
2016,1,1916,I Pitta the Fool,* League Average
2016,1,1917,Gunslinger,* League Average
2016,1,1918,Ghost of Derrick Thomas,* League Average
2016,1,1919,He Hate Me,* League Average
2016,1,1920,Crackers,* League Average
2016,1,1921,Darth The Dude,* League Average
2016,1,1922,GoodFellas,* League Average
2016,1,1923,The Governor,* League Average
2016,1,1924,Phinatics,* League Average
2016,1,1925,Burd is the Word,* League Average
2016,1,1926,Pillshovellers,* League Average
2016,1,1927,Smile High Club,* League Average
2016,1,1928,THE Great Chewbaccas,* League Average
2016,2,1929,THE Great Chewbaccas,I Pitta the Fool
2016,2,1930,THE Great Chewbaccas,Gunslinger
2016,2,1931,Gunslinger,Scalp Hunters
2016,2,1932,Ghost of Derrick Thomas,I Pitta the Fool
2016,2,1933,Ghost of Derrick Thomas,Smile High Club
2016,2,1934,He Hate Me,Scalp Hunters
2016,2,1935,He Hate Me,Pillshovellers
2016,2,1936,Crackers,Smile High Club
2016,2,1937,Crackers,Burd is the Word
2016,2,1938,Darth The Dude,Pillshovellers
2016,2,1939,Darth The Dude,Phinatics
2016,2,1940,GoodFellas,Burd is the Word
2016,2,1941,GoodFellas,The Governor
2016,2,1942,The Governor,Phinatics
2016,2,1943,Scalp Hunters,* League Average
2016,2,1944,I Pitta the Fool,* League Average
2016,2,1945,Gunslinger,* League Average
2016,2,1946,Ghost of Derrick Thomas,* League Average
2016,2,1947,He Hate Me,* League Average
2016,2,1948,Crackers,* League Average
2016,2,1949,Darth The Dude,* League Average
2016,2,1950,GoodFellas,* League Average
2016,2,1951,The Governor,* League Average
2016,2,1952,Phinatics,* League Average
2016,2,1953,Burd is the Word,* League Average
2016,2,1954,Pillshovellers,* League Average
2016,2,1955,Smile High Club,* League Average
2016,2,1956,THE Great Chewbaccas,* League Average
2016,3,1957,THE Great Chewbaccas,Ghost of Derrick Thomas
2016,3,1958,THE Great Chewbaccas,He Hate Me
2016,3,1959,He Hate Me,Gunslinger
2016,3,1960,Crackers,Ghost of Derrick Thomas
2016,3,1961,Crackers,I Pitta the Fool
2016,3,1962,Darth The Dude,Gunslinger
2016,3,1963,Darth The Dude,Scalp Hunters
2016,3,1964,GoodFellas,I Pitta the Fool
2016,3,1965,GoodFellas,Smile High Club
2016,3,1966,The Governor,Scalp Hunters
2016,3,1967,The Governor,Pillshovellers
2016,3,1968,Phinatics,Smile High Club
2016,3,1969,Phinatics,Burd is the Word
2016,3,1970,Burd is the Word,Pillshovellers
2016,3,1971,Scalp Hunters,* League Average
2016,3,1972,I Pitta the Fool,* League Average
2016,3,1973,Gunslinger,* League Average
2016,3,1974,Ghost of Derrick Thomas,* League Average
2016,3,1975,He Hate Me,* League Average
2016,3,1976,Crackers,* League Average
2016,3,1977,Darth The Dude,* League Average
2016,3,1978,GoodFellas,* League Average
2016,3,1979,The Governor,* League Average
2016,3,1980,Phinatics,* League Average
2016,3,1981,Burd is the Word,* League Average
2016,3,1982,Pillshovellers,* League Average
2016,3,1983,Smile High Club,* League Average
2016,3,1984,THE Great Chewbaccas,* League Average
2016,4,1985,THE Great Chewbaccas,Crackers
2016,4,1986,THE Great Chewbaccas,Darth The Dude
2016,4,1987,Darth The Dude,He Hate Me
2016,4,1988,GoodFellas,Crackers
2016,4,1989,GoodFellas,Ghost of Derrick Thomas
2016,4,1990,The Governor,He Hate Me
2016,4,1991,The Governor,Gunslinger
2016,4,1992,Phinatics,Ghost of Derrick Thomas
2016,4,1993,Phinatics,I Pitta the Fool
2016,4,1994,Burd is the Word,Gunslinger
2016,4,1995,Burd is the Word,Smile High Club
2016,4,1996,Pillshovellers,I Pitta the Fool
2016,4,1997,Pillshovellers,Smile High Club
2016,4,1998,Smile High Club,Smile High Club
2016,4,1999,Scalp Hunters,* League Average
2016,4,2000,I Pitta the Fool,* League Average
2016,4,2001,Gunslinger,* League Average
2016,4,2002,Ghost of Derrick Thomas,* League Average
2016,4,2003,He Hate Me,* League Average
2016,4,2004,Crackers,* League Average
2016,4,2005,Darth The Dude,* League Average
2016,4,2006,GoodFellas,* League Average
2016,4,2007,The Governor,* League Average
2016,4,2008,Phinatics,* League Average
2016,4,2009,Burd is the Word,* League Average
2016,4,2010,Pillshovellers,* League Average
2016,4,2011,Smile High Club,* League Average
2016,4,2012,THE Great Chewbaccas,* League Average
2016,5,2013,THE Great Chewbaccas,GoodFellas
2016,5,2014,THE Great Chewbaccas,The Governor
2016,5,2015,Burd is the Word,Darth The Dude
2016,5,2016,Pillshovellers,GoodFellas
2016,5,2017,Pillshovellers,Crackers
2016,5,2018,Smile High Club,Darth The Dude
2016,5,2019,Smile High Club,He Hate Me
2016,5,2020,Scalp Hunters,Crackers
2016,5,2021,Scalp Hunters,Ghost of Derrick Thomas
2016,5,2022,I Pitta the Fool,He Hate Me
2016,5,2023,I Pitta the Fool,Gunslinger
2016,5,2024,Gunslinger,Ghost of Derrick Thomas
2016,5,2025,Gunslinger,I Pitta the Fool
2016,5,2026,Ghost of Derrick Thomas,Gunslinger
2016,5,2027,Scalp Hunters,* League Average
2016,5,2028,I Pitta the Fool,* League Average
2016,5,2029,Gunslinger,* League Average
2016,5,2030,Ghost of Derrick Thomas,* League Average
2016,5,2031,He Hate Me,* League Average
2016,5,2032,Crackers,* League Average
2016,5,2033,Darth The Dude,* League Average
2016,5,2034,GoodFellas,* League Average
2016,5,2035,The Governor,* League Average
2016,5,2036,Phinatics,* League Average
2016,5,2037,Burd is the Word,* League Average
2016,5,2038,Pillshovellers,* League Average
2016,5,2039,Smile High Club,* League Average
2016,5,2040,THE Great Chewbaccas,* League Average
2016,6,2041,THE Great Chewbaccas,Phinatics
2016,6,2042,THE Great Chewbaccas,Burd is the Word
2016,6,2043,Burd is the Word,The Governor
2016,6,2044,Pillshovellers,Phinatics
2016,6,2045,Pillshovellers,GoodFellas
2016,6,2046,Smile High Club,The Governor
2016,6,2047,Smile High Club,Darth The Dude
2016,6,2048,Scalp Hunters,GoodFellas
2016,6,2049,Scalp Hunters,Crackers
2016,6,2050,I Pitta the Fool,Darth The Dude
2016,6,2051,I Pitta the Fool,GoodFellas
2016,6,2052,Gunslinger,Crackers
2016,6,2053,Gunslinger,Darth The Dude
2016,6,2054,Ghost of Derrick Thomas,He Hate Me
2016,6,2055,Scalp Hunters,* League Average
2016,6,2056,I Pitta the Fool,* League Average
2016,6,2057,Gunslinger,* League Average
2016,6,2058,Ghost of Derrick Thomas,* League Average
2016,6,2059,He Hate Me,* League Average
2016,6,2060,Crackers,* League Average
2016,6,2061,Darth The Dude,* League Average
2016,6,2062,GoodFellas,* League Average
2016,6,2063,The Governor,* League Average
2016,6,2064,Phinatics,* League Average
2016,6,2065,Burd is the Word,* League Average
2016,6,2066,Pillshovellers,* League Average
2016,6,2067,Smile High Club,* League Average
2016,6,2068,THE Great Chewbaccas,* League Average
2016,7,2069,THE Great Chewbaccas,Pillshovellers
2016,7,2070,THE Great Chewbaccas,Smile High Club
2016,7,2071,Smile High Club,Burd is the Word
2016,7,2072,Scalp Hunters,Pillshovellers
2016,7,2073,Scalp Hunters,Phinatics
2016,7,2074,I Pitta the Fool,Burd is the Word
2016,7,2075,I Pitta the Fool,The Governor
2016,7,2076,Gunslinger,Phinatics
2016,7,2077,Gunslinger,GoodFellas
2016,7,2078,Ghost of Derrick Thomas,The Governor
2016,7,2079,Ghost of Derrick Thomas,Darth The Dude
2016,7,2080,He Hate Me,GoodFellas
2016,7,2081,He Hate Me,Crackers
2016,7,2082,Crackers,Darth The Dude
2016,7,2083,Scalp Hunters,* League Average
2016,7,2084,I Pitta the Fool,* League Average
2016,7,2085,Gunslinger,* League Average
2016,7,2086,Ghost of Derrick Thomas,* League Average
2016,7,2087,He Hate Me,* League Average
2016,7,2088,Crackers,* League Average
2016,7,2089,Darth The Dude,* League Average
2016,7,2090,GoodFellas,* League Average
2016,7,2091,The Governor,* League Average
2016,7,2092,Phinatics,* League Average
2016,7,2093,Burd is the Word,* League Average
2016,7,2094,Pillshovellers,* League Average
2016,7,2095,Smile High Club,* League Average
2016,7,2096,THE Great Chewbaccas,* League Average
2016,8,2097,THE Great Chewbaccas,Scalp Hunters
2016,8,2098,THE Great Chewbaccas,I Pitta the Fool
2016,8,2099,I Pitta the Fool,Smile High Club
2016,8,2100,Gunslinger,Scalp Hunters
2016,8,2101,Gunslinger,Pillshovellers
2016,8,2102,Ghost of Derrick Thomas,Smile High Club
2016,8,2103,Ghost of Derrick Thomas,Burd is the Word
2016,8,2104,He Hate Me,Pillshovellers
2016,8,2105,He Hate Me,Phinatics
2016,8,2106,Crackers,Burd is the Word
2016,8,2107,Crackers,The Governor
2016,8,2108,Darth The Dude,Phinatics
2016,8,2109,Darth The Dude,GoodFellas
2016,8,2110,GoodFellas,The Governor
2016,8,2111,Scalp Hunters,* League Average
2016,8,2112,I Pitta the Fool,* League Average
2016,8,2113,Gunslinger,* League Average
2016,8,2114,Ghost of Derrick Thomas,* League Average
2016,8,2115,He Hate Me,* League Average
2016,8,2116,Crackers,* League Average
2016,8,2117,Darth The Dude,* League Average
2016,8,2118,GoodFellas,* League Average
2016,8,2119,The Governor,* League Average
2016,8,2120,Phinatics,* League Average
2016,8,2121,Burd is the Word,* League Average
2016,8,2122,Pillshovellers,* League Average
2016,8,2123,Smile High Club,* League Average
2016,8,2124,THE Great Chewbaccas,* League Average
2016,9,2125,THE Great Chewbaccas,Gunslinger
2016,9,2126,THE Great Chewbaccas,Ghost of Derrick Thomas
2016,9,2127,Ghost of Derrick Thomas,I Pitta the Fool
2016,9,2128,He Hate Me,Gunslinger
2016,9,2129,He Hate Me,Scalp Hunters
2016,9,2130,Crackers,I Pitta the Fool
2016,9,2131,Crackers,Smile High Club
2016,9,2132,Darth The Dude,Scalp Hunters
2016,9,2133,Darth The Dude,Pillshovellers
2016,9,2134,GoodFellas,Smile High Club
2016,9,2135,GoodFellas,Burd is the Word
2016,9,2136,The Governor,Pillshovellers
2016,9,2137,The Governor,Phinatics
2016,9,2138,Phinatics,Burd is the Word
2016,9,2139,Scalp Hunters,* League Average
2016,9,2140,I Pitta the Fool,* League Average
2016,9,2141,Gunslinger,* League Average
2016,9,2142,Ghost of Derrick Thomas,* League Average
2016,9,2143,He Hate Me,* League Average
2016,9,2144,Crackers,* League Average
2016,9,2145,Darth The Dude,* League Average
2016,9,2146,GoodFellas,* League Average
2016,9,2147,The Governor,* League Average
2016,9,2148,Phinatics,* League Average
2016,9,2149,Burd is the Word,* League Average
2016,9,2150,Pillshovellers,* League Average
2016,9,2151,Smile High Club,* League Average
2016,9,2152,THE Great Chewbaccas,* League Average
2016,10,2153,THE Great Chewbaccas,He Hate Me
2016,10,2154,THE Great Chewbaccas,Crackers
2016,10,2155,Crackers,Ghost of Derrick Thomas
2016,10,2156,Darth The Dude,He Hate Me
2016,10,2157,Darth The Dude,Gunslinger
2016,10,2158,GoodFellas,Ghost of Derrick Thomas
2016,10,2159,GoodFellas,I Pitta the Fool
2016,10,2160,The Governor,Gunslinger
2016,10,2161,The Governor,Scalp Hunters
2016,10,2162,Phinatics,I Pitta the Fool
2016,10,2163,Phinatics,Smile High Club
2016,10,2164,Burd is the Word,Scalp Hunters
2016,10,2165,Burd is the Word,Pillshovellers
2016,10,2166,Pillshovellers,Smile High Club
2016,10,2167,Scalp Hunters,* League Average
2016,10,2168,I Pitta the Fool,* League Average
2016,10,2169,Gunslinger,* League Average
2016,10,2170,Ghost of Derrick Thomas,* League Average
2016,10,2171,He Hate Me,* League Average
2016,10,2172,Crackers,* League Average
2016,10,2173,Darth The Dude,* League Average
2016,10,2174,GoodFellas,* League Average
2016,10,2175,The Governor,* League Average
2016,10,2176,Phinatics,* League Average
2016,10,2177,Burd is the Word,* League Average
2016,10,2178,Pillshovellers,* League Average
2016,10,2179,Smile High Club,* League Average
2016,10,2180,THE Great Chewbaccas,* League Average
2016,11,2181,THE Great Chewbaccas,Darth The Dude
2016,11,2182,THE Great Chewbaccas,GoodFellas
2016,11,2183,GoodFellas,Crackers
2016,11,2184,The Governor,Darth The Dude
2016,11,2185,The Governor,He Hate Me
2016,11,2186,Phinatics,Crackers
2016,11,2187,Phinatics,Ghost of Derrick Thomas
2016,11,2188,Burd is the Word,He Hate Me
2016,11,2189,Burd is the Word,Gunslinger
2016,11,2190,Pillshovellers,Ghost of Derrick Thomas
2016,11,2191,Pillshovellers,I Pitta the Fool
2016,11,2192,Smile High Club,Gunslinger
2016,11,2193,Smile High Club,Scalp Hunters
2016,11,2194,Scalp Hunters,I Pitta the Fool
2016,11,2195,Scalp Hunters,* League Average
2016,11,2196,I Pitta the Fool,* League Average
2016,11,2197,Gunslinger,* League Average
2016,11,2198,Ghost of Derrick Thomas,* League Average
2016,11,2199,He Hate Me,* League Average
2016,11,2200,Crackers,* League Average
2016,11,2201,Darth The Dude,* League Average
2016,11,2202,GoodFellas,* League Average
2016,11,2203,The Governor,* League Average
2016,11,2204,Phinatics,* League Average
2016,11,2205,Burd is the Word,* League Average
2016,11,2206,Pillshovellers,* League Average
2016,11,2207,Smile High Club,* League Average
2016,11,2208,THE Great Chewbaccas,* League Average
2016,12,2209,THE Great Chewbaccas,The Governor
2016,12,2210,THE Great Chewbaccas,Phinatics
2016,12,2211,Phinatics,GoodFellas
2016,12,2212,Burd is the Word,The Governor
2016,12,2213,Burd is the Word,Darth The Dude
2016,12,2214,Pillshovellers,GoodFellas
2016,12,2215,Pillshovellers,Crackers
2016,12,2216,Smile High Club,Darth The Dude
2016,12,2217,Smile High Club,He Hate Me
2016,12,2218,Scalp Hunters,Crackers
2016,12,2219,Scalp Hunters,Darth The Dude
2016,12,2220,I Pitta the Fool,He Hate Me
2016,12,2221,I Pitta the Fool,Gunslinger
2016,12,2222,Gunslinger,Ghost of Derrick Thomas
2016,12,2223,Scalp Hunters,* League Average
2016,12,2224,I Pitta the Fool,* League Average
2016,12,2225,Gunslinger,* League Average
2016,12,2226,Ghost of Derrick Thomas,* League Average
2016,12,2227,He Hate Me,* League Average
2016,12,2228,Crackers,* League Average
2016,12,2229,Darth The Dude,* League Average
2016,12,2230,GoodFellas,* League Average
2016,12,2231,The Governor,* League Average
2016,12,2232,Phinatics,* League Average
2016,12,2233,Burd is the Word,* League Average
2016,12,2234,Pillshovellers,* League Average
2016,12,2235,Smile High Club,* League Average
2016,12,2236,THE Great Chewbaccas,* League Average
2016,13,2237,THE Great Chewbaccas,Burd is the Word
2016,13,2238,THE Great Chewbaccas,Pillshovellers
2016,13,2239,Pillshovellers,Phinatics
2016,13,2240,Smile High Club,Burd is the Word
2016,13,2241,Smile High Club,The Governor
2016,13,2242,Scalp Hunters,Phinatics
2016,13,2243,Scalp Hunters,GoodFellas
2016,13,2244,I Pitta the Fool,The Governor
2016,13,2245,I Pitta the Fool,Darth The Dude
2016,13,2246,Gunslinger,GoodFellas
2016,13,2247,Gunslinger,Crackers
2016,13,2248,Ghost of Derrick Thomas,Darth The Dude
2016,13,2249,Ghost of Derrick Thomas,He Hate Me
2016,13,2250,He Hate Me,Crackers
2016,13,2251,Scalp Hunters,* League Average
2016,13,2252,I Pitta the Fool,* League Average
2016,13,2253,Gunslinger,* League Average
2016,13,2254,Ghost of Derrick Thomas,* League Average
2016,13,2255,He Hate Me,* League Average
2016,13,2256,Crackers,* League Average
2016,13,2257,Darth The Dude,* League Average
2016,13,2258,GoodFellas,* League Average
2016,13,2259,The Governor,* League Average
2016,13,2260,Phinatics,* League Average
2016,13,2261,Burd is the Word,* League Average
2016,13,2262,Pillshovellers,* League Average
2016,13,2263,Smile High Club,* League Average
2016,13,2264,THE Great Chewbaccas,* League Average
2016,14,2265,,
2016,14,2266,,
2016,14,2267,,
2016,14,2268,,
2016,14,2269,,
2016,14,2270,,
2016,15,2271,,
2016,15,2272,,
2016,15,2273,,
2016,15,2274,,
2016,16,2275,,
2016,16,2276,,
2016,16,2277,,
2016,17,2278,,
2016,17,2279,,
2016,17,2280,,
2017,1,2281,THE Great Chewbaccas,Smile High Club
2017,1,2282,THE Great Chewbaccas,Scalp Hunters
2017,1,2283,Scalp Hunters,Pillshovellers
2017,1,2284,I Pitta the Fool,Smile High Club
2017,1,2285,I Pitta the Fool,Burd is the Word
2017,1,2286,Gunslinger,Pillshovellers
2017,1,2287,Gunslinger,Phinatics
2017,1,2288,Ghost of Derrick Thomas,Burd is the Word
2017,1,2289,Ghost of Derrick Thomas,The Governor
2017,1,2290,He Hate Me,Phinatics
2017,1,2291,He Hate Me,GoodFellas (Watts' Amatta U)
2017,1,2292,Crackers,The Governor
2017,1,2293,Crackers,Darth The Dude
2017,1,2294,Darth The Dude,GoodFellas (Watts' Amatta U)
2017,1,2295,Scalp Hunters,* League Average
2017,1,2296,I Pitta the Fool,* League Average
2017,1,2297,Gunslinger,* League Average
2017,1,2298,Ghost of Derrick Thomas,* League Average
2017,1,2299,He Hate Me,* League Average
2017,1,2300,Crackers,* League Average
2017,1,2301,Darth The Dude,* League Average
2017,1,2302,GoodFellas (Watts' Amatta U),* League Average
2017,1,2303,The Governor,* League Average
2017,1,2304,Phinatics,* League Average
2017,1,2305,Burd is the Word,* League Average
2017,1,2306,Pillshovellers,* League Average
2017,1,2307,Smile High Club,* League Average
2017,1,2308,THE Great Chewbaccas,* League Average
2017,2,2309,THE Great Chewbaccas,I Pitta the Fool
2017,2,2310,THE Great Chewbaccas,Gunslinger
2017,2,2311,Gunslinger,Scalp Hunters
2017,2,2312,Ghost of Derrick Thomas,I Pitta the Fool
2017,2,2313,Ghost of Derrick Thomas,Smile High Club
2017,2,2314,He Hate Me,Scalp Hunters
2017,2,2315,He Hate Me,Pillshovellers
2017,2,2316,Crackers,Smile High Club
2017,2,2317,Crackers,Burd is the Word
2017,2,2318,Darth The Dude,Pillshovellers
2017,2,2319,Darth The Dude,Phinatics
2017,2,2320,GoodFellas (Watts' Amatta U),Burd is the Word
2017,2,2321,GoodFellas (Watts' Amatta U),The Governor
2017,2,2322,The Governor,Phinatics
2017,2,2323,Scalp Hunters,* League Average
2017,2,2324,I Pitta the Fool,* League Average
2017,2,2325,Gunslinger,* League Average
2017,2,2326,Ghost of Derrick Thomas,* League Average
2017,2,2327,He Hate Me,* League Average
2017,2,2328,Crackers,* League Average
2017,2,2329,Darth The Dude,* League Average
2017,2,2330,GoodFellas (Watts' Amatta U),* League Average
2017,2,2331,The Governor,* League Average
2017,2,2332,Phinatics,* League Average
2017,2,2333,Burd is the Word,* League Average
2017,2,2334,Pillshovellers,* League Average
2017,2,2335,Smile High Club,* League Average
